Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,Green_Orange,ID
1/2/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,1_ANHU
1/2/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,2_ANHU
1/4/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.,3_ANHU
1/5/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,4,Winter,unknown,Non-selasphorus spp.,4_ANHU
1/5/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,5_ANHU
1/5/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,6_ANHU
1/6/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,7_ANHU
1/7/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,8_ANHU
1/8/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,9_ANHU
1/11/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,10_ANHU
1/13/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,11_ANHU
1/14/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,12_ANHU
1/21/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,13_ANHU
1/24/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,14_ANHU
1/26/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,15_ANHU
1/27/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,16_ANHU
2/2/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found inside,Non-selasphorus spp.,17_ANHU
2/5/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,18_ANHU
2/13/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,19_ANHU
2/16/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,20_ANHU
3/1/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,21_ANHU
3/3/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.,22_ANHU
3/3/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.,23_ANHU
3/9/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,24_ANHU
3/10/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,25_ANHU
3/10/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,26_ANHU
3/11/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,27_ALHU
3/11/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,28_ANHU
3/11/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,29_ANHU
3/12/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.,30_ANHU
3/12/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.,31_ALHU
3/13/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,32_ANHU
3/16/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,33_ANHU
3/18/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,34_ANHU
3/19/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,35_ANHU
3/20/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.,36_ANHU
3/20/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,37_ANHU
3/21/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,38_ANHU
3/21/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,39_ALHU
3/24/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,40_ANHU
3/24/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,41_ANHU
3/24/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,42_ANHU
3/24/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,unknown,Non-selasphorus spp.,43_ANHU
3/23/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,44_ANHU
3/26/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,45_ANHU
3/28/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,46_ANHU
3/29/1991,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,47_RUHU
4/1/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.,48_ANHU
4/1/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,49_ANHU
4/3/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,50_ANHU
4/4/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,nest-related,Non-selasphorus spp.,51_ANHU
4/4/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,52_ANHU
4/5/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,53_ANHU
4/5/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,54_ANHU
4/5/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,55_ANHU
4/6/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.,56_ANHU
4/6/1991,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.,57_RUHU
3/20/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,58_ANHU
3/29/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,59_ANHU
4/6/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.,60_ANHU
4/7/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.,61_ALHU
4/7/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,62_ANHU
4/8/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,63_ANHU
4/9/1991,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.,64_ALHU
4/11/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,65_ANHU
4/12/1991,Released,Lindsey,No,BCHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,66_BCHU
4/14/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.,67_ANHU
4/14/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,68_ANHU
4/14/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,69_ANHU
4/15/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,70_ANHU
4/15/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,71_ANHU
4/17/1991,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,6,Spring,found on the ground,Selasphorus spp.,72_ALHU
4/18/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.,73_ALHU
4/18/1991,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.,74_ALHU
4/18/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,75_ANHU
4/18/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,76_ANHU
4/15/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,unknown,Non-selasphorus spp.,77_ANHU
4/17/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,78_ANHU
4/19/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,79_ANHU
4/21/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.,80_ANHU
4/24/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.,81_ALHU
4/27/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,window hit,Non-selasphorus spp.,82_ANHU
4/27/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,83_ANHU
4/27/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,84_ANHU
4/29/1991,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,found on the ground,Selasphorus spp.,85_ALHU
4/28/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Spring,found on the ground,Non-selasphorus spp.,86_ANHU
5/2/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,87_ANHU
5/4/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,88_ANHU
5/5/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,89_ANHU
5/6/1991,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.,90_ALHU
5/6/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,4,Spring,unknown,Non-selasphorus spp.,91_ANHU
5/7/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,92_ANHU
5/7/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,93_ANHU
5/8/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,94_ANHU
5/8/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,15,Spring,unknown,Non-selasphorus spp.,95_ANHU
5/13/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,96_ANHU
5/15/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,97_ANHU
5/20/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,98_ANHU
5/23/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,5,Spring,unknown,Non-selasphorus spp.,99_ANHU
5/22/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,10,Spring,unknown,Non-selasphorus spp.,100_ANHU
5/25/1991,Died,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,nest-related,Selasphorus spp.,101_ALHU
5/25/1991,Released,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,nest-related,Selasphorus spp.,102_ALHU
5/25/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,103_ANHU
5/25/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,104_ANHU
5/25/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,105_ANHU
5/28/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,106_ANHU
5/29/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,caught by domestic animal,Selasphorus spp.,107_ALHU
5/30/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,108_ANHU
5/28/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,109_ANHU
5/31/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.,110_ANHU
5/31/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.,111_ANHU
6/1/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,112_ANHU
6/1/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,113_ANHU
6/2/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.,114_ANHU
6/3/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,nest-related,Non-selasphorus spp.,115_ANHU
6/3/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,nest-related,Non-selasphorus spp.,116_ANHU
6/3/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,117_ANHU
6/4/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,118_ANHU
6/5/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Summer,nest-related,Non-selasphorus spp.,119_ANHU
6/10/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,120_ANHU
6/11/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,121_ANHU
6/13/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,122_ANHU
6/14/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,123_ANHU
6/14/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,124_ANHU
6/10/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,125_ANHU
6/17/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,126_ANHU
6/19/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,127_ANHU
6/20/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,128_ANHU
6/20/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,129_ANHU
6/20/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,130_ANHU
6/21/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.,131_ANHU
6/22/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,132_ANHU
6/24/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,133_ANHU
6/25/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,134_ANHU
6/26/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Summer,found on the ground,Selasphorus spp.,135_ALHU
6/26/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,136_ANHU
6/26/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,137_ANHU
6/25/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,138_ANHU
6/29/1991,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,139_ANHU
6/29/1991,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,140_ANHU
7/1/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,141_ANHU
7/2/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,142_ANHU
7/2/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,143_ANHU
7/6/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,31,Summer,found on the ground,Non-selasphorus spp.,144_ANHU
7/9/1991,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,145_ANHU
7/11/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,146_ANHU
7/14/1991,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Summer,found on the ground,Non-selasphorus spp.,147_ANHU
7/12/1991,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,148_ANHU
7/17/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,149_ANHU
7/18/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,150_ANHU
7/19/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,window hit,Non-selasphorus spp.,151_ANHU
7/23/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,152_ANHU
7/23/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,153_ANHU
7/24/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.,154_ANHU
7/25/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,155_ANHU
7/27/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.,156_ALHU
7/28/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,157_ANHU
7/29/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,158_ANHU
8/1/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,159_ANHU
8/1/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,160_ANHU
4/29/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,161_ANHU
5/24/1991,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.,162_ANHU
8/8/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,163_ANHU
8/12/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,164_ANHU
8/14/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,165_ANHU
8/15/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,166_ANHU
8/16/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.,167_ANHU
8/19/1991,Released,Lindsey,No,BCHU,Female-like ,adult-like,1,Summer,caught by domestic animal,Non-selasphorus spp.,168_BCHU
8/19/1991,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,1,Summer,found inside,Selasphorus spp.,169_ALHU
8/20/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,170_ANHU
8/21/1991,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,10,Summer,unknown,Selasphorus spp.,171_ALHU
8/21/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.,172_ANHU
8/26/1991,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,173_ANHU
8/27/1991,Died,Lindsey,No,BCHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,174_BCHU
9/8/1991,Released,Lindsey,No,BCHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,175_BCHU
9/12/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,unknown,Non-selasphorus spp.,176_ANHU
9/14/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,177_ANHU
9/19/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,178_ANHU
9/19/1991,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,179_ANHU
9/18/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,unknown,Non-selasphorus spp.,180_ANHU
9/20/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,unknown,Non-selasphorus spp.,181_ANHU
9/26/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,182_ANHU
10/4/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,unknown,Non-selasphorus spp.,183_ANHU
10/26/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,184_ANHU
10/28/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,185_ANHU
11/11/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,186_ANHU
11/15/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,10,Fall,window hit,Non-selasphorus spp.,187_ANHU
11/16/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,188_ANHU
12/19/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,189_ANHU
12/24/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.,190_ANHU
12/24/1991,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.,191_ANHU
1/2/1992,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.,192_ANHU
1/9/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,193_ANHU
1/15/1992,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.,194_ANHU
1/18/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,195_ANHU
1/18/1992,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Winter,caught by domestic animal,Non-selasphorus spp.,196_ANHU
1/18/1992,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Winter,caught by domestic animal,Non-selasphorus spp.,197_ANHU
1/16/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,198_ANHU
1/17/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,199_ANHU
1/31/1992,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,200_ANHU
1/31/1992,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,201_ANHU
2/3/1992,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,caught by domestic animal,Non-selasphorus spp.,202_ANHU
2/3/1992,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.,203_ANHU
2/5/1992,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,204_ANHU
2/5/1992,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,205_ANHU
2/11/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,206_ANHU
2/12/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,207_ANHU
2/13/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,208_ANHU
2/18/1992,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,209_ANHU
2/18/1992,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,210_ANHU
2/9/1992,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.,211_ANHU
2/22/1992,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,nest-related,Non-selasphorus spp.,212_ANHU
2/26/1992,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,unknown,Non-selasphorus spp.,213_ANHU
